cust,date
247,2006-05-04
247,2006-06-09
248,2006-01-15
249,2006-01-16
249,2006-02-18
249,2006-02-27
249,2006-03-10
249,2006-03-24
250,2006-01-16
250,2006-01-24
250,2006-02-12
250,2006-03-02
250,2006-03-16
250,2006-05-26
250,2006-06-06
251,2006-01-16
252,2006-01-16
252,2006-01-28
252,2006-05-04
252,2006-06-21
252,2006-12-23
253,2006-01-16
253,2006-01-24
253,2006-01-31
253,2006-02-14
254,2006-01-16
254,2006-01-24
255,2006-01-16
256,2006-01-16
256,2006-01-23
256,2006-02-15
257,2006-01-17
257,2006-01-18
257,2006-02-14
257,2006-02-26
257,2006-03-14
257,2006-04-13
257,2006-04-25
257,2006-05-16
257,2006-06-15
257,2006-07-19
257,2006-08-15
257,2006-08-25
257,2006-09-06
257,2006-09-15
257,2006-10-05
257,2006-10-12
257,2006-10-26
257,2006-11-09
257,2006-11-15
257,2006-11-16
257,2006-12-15
257,2007-01-18
257,2007-02-23
257,2007-03-30
257,2007-04-12
257,2007-05-15
257,2007-06-13
257,2007-07-12
257,2007-08-17
257,2007-09-13
257,2007-10-05
257,2007-10-19
257,2007-11-15
257,2007-12-14
258,2006-01-17
259,2006-01-17
260,2006-01-17
261,2006-01-17
262,2006-01-17
262,2007-10-18
262,2007-12-11
263,2006-01-17
264,2006-01-17
264,2006-01-19
264,2006-01-21
264,2006-02-03
264,2006-02-21
265,2006-01-17
265,2006-02-07
265,2006-02-14
265,2006-03-23
265,2006-04-04
265,2006-05-09
265,2006-05-24
265,2006-06-22
265,2006-08-17
265,2006-09-20
265,2006-10-22
265,2006-11-29
265,2006-12-16
265,2007-01-05
265,2007-01-16
265,2007-02-02
265,2007-03-06
265,2007-05-30
265,2007-06-19
265,2007-08-15
265,2007-10-07
265,2007-10-25
265,2007-11-13
266,2006-01-17
266,2006-01-19
266,2006-02-16
266,2006-03-21
266,2006-04-26
267,2006-01-17
268,2006-01-17
268,2006-02-02
268,2006-03-09
268,2006-03-24
269,2006-01-17
269,2006-01-29
269,2006-04-10
270,2006-01-17
271,2006-01-18
271,2006-03-22
271,2006-03-24
271,2006-10-05
271,2007-02-15
271,2007-10-23
271,2007-12-05
271,2007-12-08
272,2006-01-18
272,2006-01-31
272,2006-03-30
272,2006-03-31
272,2006-04-02
272,2006-04-12
272,2006-04-20
272,2006-04-23
272,2006-04-27
272,2006-05-03
272,2006-07-01
273,2006-01-18
273,2006-05-27
273,2006-09-12
273,2007-01-08
273,2007-04-16
273,2007-10-13
274,2006-01-18
274,2006-03-31
274,2006-04-12
275,2006-01-18
275,2006-03-10
275,2006-03-29
275,2006-04-21
275,2006-12-04
275,2007-04-27
275,2007-09-20
275,2007-11-06
275,2007-11-14
276,2006-01-18
277,2006-01-18
277,2006-01-31
277,2006-02-07
278,2006-01-18
278,2006-01-25
278,2006-02-07
278,2006-02-18
278,2006-03-04
278,2006-03-17
278,2006-04-04
278,2006-04-19
278,2006-04-29
278,2006-05-27
278,2006-06-21
278,2006-06-28
278,2006-07-09
278,2006-08-08
278,2006-08-23
278,2006-09-12
278,2006-10-04
278,2006-10-24
278,2006-11-21
278,2006-12-12
278,2007-01-06
278,2007-01-30
278,2007-02-16
278,2007-03-06
278,2007-04-17
278,2007-05-12
278,2007-06-09
278,2007-06-28
278,2007-08-22
278,2007-09-12
278,2007-10-03
278,2007-10-26
278,2007-11-15
278,2007-11-29
278,2007-12-19
279,2006-01-18
279,2006-01-21
279,2006-02-02
279,2006-03-02
279,2006-06-13
279,2006-09-06
279,2006-09-07
279,2006-12-20
279,2007-02-28
279,2007-03-08
279,2007-07-19
279,2007-10-30
280,2006-01-18
281,2006-01-18
282,2006-01-18
282,2007-02-01
283,2006-01-18
283,2006-01-26
283,2006-04-04
283,2006-09-08
283,2006-11-21
284,2006-01-18
285,2006-01-18
285,2006-02-08
285,2006-02-25
285,2006-03-17
285,2006-04-14
285,2006-05-04
285,2006-05-18
285,2006-06-21
285,2006-07-13
285,2006-08-11
285,2006-09-08
285,2006-09-27
285,2006-12-02
285,2007-01-23
285,2007-02-27
285,2007-04-12
285,2007-06-08
285,2007-07-19
285,2007-08-18
285,2007-09-18
286,2006-01-18
286,2006-02-15
286,2006-07-25
286,2006-09-04
286,2006-11-03
286,2007-01-16
286,2007-03-15
286,2007-05-17
286,2007-10-09
287,2006-01-18
287,2006-03-14
287,2007-01-18
287,2007-03-01
287,2007-05-23
287,2007-07-26
287,2007-10-25
287,2007-12-08
288,2006-01-18
288,2006-02-08
288,2006-02-21
288,2006-03-10
288,2006-03-30
288,2006-04-29
288,2006-06-14
288,2006-07-05
288,2006-08-02
288,2006-08-24
288,2006-09-07
288,2006-10-31
288,2007-01-09
288,2007-02-17
288,2007-04-17
289,2006-01-18
289,2006-04-02
290,2006-01-18
291,2006-01-18
292,2006-01-18
292,2006-02-17
292,2006-03-31
292,2006-05-16
292,2006-07-04
292,2006-10-21
292,2007-01-19
292,2007-03-24
292,2007-05-08
292,2007-07-18
292,2007-09-13
292,2007-11-09
293,2006-01-19
293,2007-09-02
293,2007-09-18
294,2006-01-19
295,2006-01-19
295,2006-02-08
295,2006-03-03
295,2006-03-29
295,2006-04-15
295,2006-05-11
295,2006-06-02
295,2006-07-04
295,2006-07-18
295,2006-08-10
295,2006-08-26
295,2006-09-17
295,2006-10-04
295,2006-10-19
295,2006-11-09
295,2006-12-06
295,2007-01-04
295,2007-01-25
295,2007-02-07
295,2007-03-13
295,2007-03-29
295,2007-04-21
295,2007-05-19
295,2007-06-13
295,2007-07-08
295,2007-07-28
295,2007-08-22
295,2007-09-21
295,2007-10-12
295,2007-11-07
295,2007-12-04
296,2006-01-19
296,2006-03-02
296,2006-04-20
296,2006-05-30
296,2006-07-06
296,2006-08-10
296,2006-09-16
296,2006-11-01
296,2006-12-16
296,2007-01-18
296,2007-03-06
296,2007-04-18
296,2007-05-27
296,2007-07-10
296,2007-08-17
296,2007-09-28
296,2007-09-30
296,2007-11-06
296,2007-12-04
297,2006-01-19
297,2006-01-28
297,2006-02-07
297,2006-03-22
297,2006-04-04
297,2006-07-07
297,2006-11-18
298,2006-01-19
298,2006-08-17
298,2007-03-13
298,2007-03-23
298,2007-04-03
298,2007-04-11
298,2007-05-09
298,2007-05-22
298,2007-06-27
298,2007-08-11
298,2007-08-24
298,2007-10-02
298,2007-10-18
298,2007-11-01
298,2007-11-22
298,2007-12-07
298,2007-12-18
298,2007-12-22
298,2007-12-27
299,2006-01-19
299,2006-03-08
299,2006-05-09
299,2006-08-09
299,2006-11-14
299,2006-12-28
299,2007-03-03
299,2007-05-06
299,2007-08-07
299,2007-11-03
300,2006-01-19
300,2006-02-02
300,2006-06-03
300,2006-07-11
300,2006-08-12
300,2006-09-08
300,2006-10-20
300,2006-11-14
300,2006-12-16
300,2007-03-20
300,2007-04-21
300,2007-05-11
300,2007-06-20
300,2007-10-03
300,2007-11-08
301,2006-01-19
301,2006-01-25
301,2006-03-03
301,2006-03-10
301,2006-03-16
301,2006-04-07
301,2006-04-20
301,2006-05-25
301,2006-06-07
301,2006-06-22
301,2006-07-11
301,2006-07-27
301,2006-08-02
301,2006-08-08
301,2006-08-22
301,2006-09-07
301,2006-10-03
301,2006-10-13
301,2006-11-08
301,2006-11-17
301,2006-12-03
301,2006-12-19
301,2007-01-18
301,2007-02-13
301,2007-03-13
301,2007-03-28
301,2007-04-26
301,2007-05-08
301,2007-05-20
301,2007-06-03
301,2007-06-15
302,2006-01-19
302,2006-02-01
302,2006-02-11
302,2006-02-24
302,2006-03-14
302,2006-04-05
302,2006-04-27
302,2006-05-11
302,2006-05-19
302,2006-06-08
302,2006-06-27
302,2006-07-18
302,2006-08-01
303,2006-01-19
303,2006-02-21
303,2006-03-23
303,2006-04-25
303,2006-05-23
303,2006-06-27
304,2006-01-19
304,2006-02-08
304,2006-03-04
304,2006-05-03
304,2006-06-17
304,2006-06-21
304,2006-08-23
304,2006-09-15
305,2006-01-19
305,2006-02-09
305,2006-03-22
305,2006-06-07
306,2006-01-19
307,2006-01-19
308,2006-01-19
308,2006-04-05
308,2006-08-09
308,2006-08-25
308,2007-04-13
308,2007-09-14
309,2006-01-19
310,2006-01-19
311,2006-01-19
311,2006-01-26
311,2006-01-29
311,2006-02-03
311,2006-02-09
311,2006-02-17
311,2006-02-24
311,2006-03-02
311,2006-03-10
311,2006-03-17
311,2006-03-23
311,2006-04-04
311,2006-04-17
312,2006-01-19
313,2006-01-19
313,2006-03-29
314,2006-01-19
315,2006-01-19
315,2006-02-08
315,2006-03-09
315,2006-04-19
316,2006-01-19
317,2006-01-19
317,2006-02-01
317,2006-04-04
317,2006-04-20
317,2006-05-02
317,2006-06-09
317,2006-06-16
317,2006-07-10
317,2006-07-22
317,2006-08-24
317,2006-09-07
317,2006-10-05
318,2006-01-19
318,2006-03-07
318,2006-07-28
319,2006-01-20
320,2006-01-20
320,2006-02-09
320,2006-05-04
320,2006-06-13
320,2006-06-27
320,2006-07-11
320,2006-08-24
320,2006-09-14
320,2006-10-01
320,2006-11-23
320,2007-04-29
321,2006-01-20
321,2006-02-02
321,2006-02-14
322,2006-01-20
322,2006-08-21
322,2006-09-06
322,2006-10-17
323,2006-01-20
323,2006-02-08
323,2006-02-22
323,2006-03-10
323,2006-03-22
323,2006-03-29
323,2006-04-07
323,2006-04-14
323,2006-04-21
323,2006-05-03
323,2006-05-17
324,2006-01-20
324,2006-01-24
324,2007-05-22
325,2006-01-20
325,2006-03-30
326,2006-01-20
326,2006-02-08
326,2006-03-07
326,2006-04-11
326,2006-06-01
326,2006-07-25
327,2006-01-20
327,2006-02-03
327,2006-03-02
327,2006-03-31
327,2006-04-27
327,2006-05-31
327,2006-06-29
327,2006-07-26
328,2006-01-20
328,2006-03-18
328,2006-05-11
328,2006-06-10
328,2006-07-20
328,2006-09-22
328,2006-10-11
328,2006-11-15
328,2006-12-21
328,2007-01-18
328,2007-02-07
328,2007-03-07
328,2007-03-29
328,2007-04-24
328,2007-05-15
328,2007-06-07
328,2007-07-04
328,2007-07-18
328,2007-08-24
328,2007-09-05
328,2007-11-13
329,2006-01-20
329,2006-02-16
329,2006-02-28
329,2006-03-16
329,2006-03-29
329,2006-04-10
329,2006-05-04
329,2006-05-19
329,2006-06-01
330,2006-01-20
330,2006-02-01
330,2006-02-26
331,2006-01-20
331,2006-02-09
332,2006-01-20
332,2006-04-15
332,2006-07-19
332,2006-08-24
333,2006-01-20
333,2007-09-20
334,2006-01-20
334,2006-01-24
334,2006-01-26
334,2006-01-27
334,2006-01-28
334,2006-01-31
334,2006-02-01
334,2006-02-04
334,2006-02-07
334,2006-02-08
334,2006-02-10
334,2006-02-14
334,2006-02-15
334,2006-02-18
334,2006-02-24
334,2006-03-04
334,2006-03-07
334,2006-03-08
334,2006-03-09
334,2006-03-11
334,2006-03-17
334,2006-03-24
334,2006-03-31
334,2006-04-07
334,2006-04-14
334,2006-04-21
334,2006-04-26
334,2006-05-05
334,2006-05-12
334,2006-05-19
334,2006-05-25
334,2006-06-02
334,2006-06-09
334,2006-06-17
334,2006-06-23
334,2006-06-30
334,2006-07-08
334,2006-07-14
334,2006-07-26
334,2006-07-28
334,2006-08-04
334,2006-08-12
334,2006-08-18
334,2006-08-25
334,2006-09-01
334,2006-09-08
334,2006-09-15
334,2006-09-22
334,2006-09-29
334,2006-10-06
334,2006-10-13
334,2006-10-20
334,2006-10-27
334,2006-11-03
334,2006-11-10
334,2006-11-17
334,2006-11-24
334,2006-12-01
334,2006-12-08
334,2006-12-15
334,2006-12-22
334,2006-12-29
334,2007-01-05
334,2007-01-12
334,2007-01-19
334,2007-01-26
334,2007-02-02
334,2007-02-09
334,2007-02-16
334,2007-02-27
334,2007-03-02
334,2007-03-09
334,2007-03-16
334,2007-03-20
334,2007-03-23
334,2007-03-30
334,2007-04-13
334,2007-04-20
334,2007-05-01
334,2007-05-04
334,2007-05-11
334,2007-05-22
334,2007-05-25
334,2007-06-01
334,2007-06-08
334,2007-06-15
334,2007-06-22
334,2007-06-29
334,2007-07-06
334,2007-07-13
334,2007-07-20
334,2007-08-03
334,2007-08-17
334,2007-08-24
334,2007-08-28
334,2007-08-31
334,2007-09-07
334,2007-09-14
334,2007-09-21
334,2007-09-28
334,2007-10-05
334,2007-10-12
334,2007-10-19
334,2007-10-27
334,2007-11-06
334,2007-11-09
334,2007-11-16
334,2007-11-23
334,2007-11-30
334,2007-12-07
334,2007-12-14
334,2007-12-28
335,2006-01-21
336,2006-01-21
337,2006-01-21
338,2006-01-21
338,2006-05-03
338,2006-08-08
338,2006-10-21
338,2007-02-16
338,2007-05-25
339,2006-01-21
339,2006-01-28
339,2006-02-04
339,2006-02-11
339,2006-02-18
339,2006-02-25
340,2006-01-21
340,2006-01-28
340,2006-02-04
340,2006-02-11
340,2006-02-18
340,2006-02-25
340,2006-03-11
340,2006-03-18
340,2006-03-25
340,2006-04-01
341,2006-01-21
341,2006-01-28
341,2006-02-18
341,2006-03-18
342,2006-01-21
342,2006-01-28
342,2006-11-04
343,2006-01-21
343,2006-02-23
343,2006-02-25
343,2006-03-28
343,2006-05-11
343,2006-06-21
343,2006-07-12
343,2006-07-25
343,2006-08-02
343,2006-08-12
343,2006-08-17
343,2006-09-15
343,2006-09-16
343,2006-10-24
343,2006-11-25
343,2007-01-10
343,2007-02-06
343,2007-03-16
343,2007-04-24
343,2007-04-26
343,2007-05-31
343,2007-07-05
343,2007-07-10
343,2007-08-21
343,2007-08-23
343,2007-09-28
343,2007-11-13
344,2006-01-21
344,2006-02-01
344,2006-02-16
344,2006-03-09
345,2006-01-21
346,2006-01-21
346,2006-01-31
346,2006-02-11
346,2006-03-08
346,2006-03-29
346,2006-04-14
346,2006-05-13
346,2006-06-07
346,2006-06-22
346,2006-07-05
346,2006-07-13
346,2006-07-25
346,2006-08-09
346,2006-08-17
346,2006-08-26
346,2006-09-05
346,2006-09-12
346,2006-09-19
346,2006-09-26
346,2006-10-07
346,2006-10-20
346,2006-10-25
346,2006-11-04
346,2006-11-16
346,2006-11-22
346,2006-12-02
346,2006-12-15
346,2006-12-21
346,2007-06-06
346,2007-06-20
346,2007-06-30
347,2006-01-21
348,2006-01-21
349,2006-01-21
350,2006-01-21
351,2006-01-21
351,2006-01-27
351,2006-02-03
351,2006-02-10
351,2006-02-23
351,2006-03-09
351,2006-03-16
351,2006-03-23
351,2006-03-30
351,2006-04-20
351,2006-04-27
351,2006-05-04
351,2006-05-11
351,2006-05-18
351,2006-05-25
352,2006-01-21
352,2007-03-23
352,2007-04-05
352,2007-06-21
353,2006-01-21
354,2006-01-21
354,2006-04-29
354,2006-12-09
355,2006-01-22
355,2006-02-07
355,2006-02-28
355,2006-03-22
355,2006-04-13
355,2006-05-03
355,2006-05-24
355,2006-06-16
355,2006-07-05
355,2006-07-19
355,2006-08-05
355,2006-08-25
355,2006-09-14
355,2006-09-30
355,2006-10-19
355,2006-11-04
355,2006-12-01
355,2006-12-19
355,2007-01-13
356,2006-01-22
357,2006-01-22
357,2006-02-03
357,2006-03-03
357,2006-04-07
357,2006-04-29
357,2006-06-03
357,2007-03-30
357,2007-06-02
358,2006-01-22
358,2006-03-11
359,2006-01-22
359,2006-01-27
359,2006-02-04
359,2006-05-10
359,2006-09-05
360,2006-01-22
361,2006-01-22
361,2006-02-21
361,2006-04-12
361,2006-06-08
361,2006-06-26
361,2006-07-26
361,2006-09-07
361,2006-10-15
361,2006-11-29
361,2007-01-24
361,2007-03-07
361,2007-07-11
361,2007-08-18
361,2007-10-01
361,2007-11-08
361,2007-12-12
362,2006-01-22
363,2006-01-23
363,2006-02-12
363,2006-08-28
363,2006-08-31
363,2007-05-02
363,2007-09-16
364,2006-01-23
364,2006-02-25
364,2006-04-04
364,2006-06-22
364,2006-09-07
364,2007-01-22
364,2007-06-09
365,2006-01-23
366,2006-01-23
366,2006-08-22
366,2007-05-31
367,2006-01-23
367,2006-01-31
367,2006-04-20
368,2006-01-23
368,2006-02-15
368,2006-04-08
368,2006-07-01
368,2006-09-13
368,2007-11-01
369,2006-01-23
369,2006-04-02
369,2006-04-06
369,2006-04-25
369,2006-09-15
370,2006-01-24
371,2006-01-24
372,2006-01-24
372,2006-01-26
372,2006-12-31
372,2007-01-16
372,2007-02-06
372,2007-03-05
372,2007-03-12
372,2007-03-20
373,2006-01-24
374,2006-01-24
374,2006-06-28
374,2006-10-11
374,2006-12-20
374,2007-03-24
374,2007-05-24
374,2007-08-28
374,2007-10-31
375,2006-01-24
375,2006-02-25
375,2006-03-25
375,2006-04-19
375,2006-04-22
375,2006-05-19
375,2006-06-21
375,2006-08-15
375,2006-09-19
375,2006-10-10
375,2006-11-11
375,2006-12-08
375,2007-01-20
375,2007-01-25
375,2007-02-17
375,2007-04-07
375,2007-05-03
375,2007-06-14
375,2007-07-11
375,2007-09-05
375,2007-10-11
375,2007-11-22
376,2006-01-24
376,2006-04-21
376,2006-04-23
376,2006-05-04
376,2006-05-28
376,2007-09-14
376,2007-12-12
377,2006-01-24
377,2006-03-26
377,2006-08-13
378,2006-01-24
378,2006-03-14
378,2006-04-25
378,2006-06-13
378,2006-08-01
378,2006-09-12
378,2006-10-24
378,2006-12-12
378,2007-01-17
378,2007-02-28
378,2007-04-11
378,2007-05-22
378,2007-07-03
378,2007-08-21
378,2007-10-09
378,2007-11-21
378,2007-12-18
379,2006-01-24
379,2006-03-01
379,2006-05-10
380,2006-01-24
380,2006-02-23
381,2006-01-24
381,2006-02-28
381,2006-06-13
381,2007-10-10
382,2006-01-24
383,2006-01-24
384,2006-01-24
385,2006-01-24
385,2006-01-31
385,2006-02-07
385,2006-02-15
385,2006-02-22
385,2006-03-04
385,2006-03-14
385,2006-03-25
385,2006-04-08
385,2006-04-20
385,2006-04-29
385,2006-05-10
385,2006-05-17
385,2006-05-30
385,2006-06-10
385,2006-06-24
385,2006-07-11
385,2006-07-21
385,2006-08-03
385,2006-08-12
385,2006-08-30
385,2006-09-13
385,2006-09-27
385,2006-10-13
385,2006-10-25
385,2006-11-09
385,2006-12-01
385,2006-12-16
385,2007-01-09
385,2007-01-23
385,2007-02-08
385,2007-03-06
385,2007-03-07
385,2007-03-22
385,2007-04-20
385,2007-05-09
385,2007-05-24
385,2007-06-06
385,2007-06-20
385,2007-07-24
385,2007-08-18
385,2007-08-31
385,2007-09-26
385,2007-10-13
385,2007-11-07
385,2007-12-11
386,2006-01-24
387,2006-01-24
388,2006-01-24
388,2006-05-18
389,2006-01-24
389,2006-02-01
389,2006-02-10
389,2006-03-05
389,2006-04-27
390,2006-01-24
391,2006-01-24
392,2006-01-24
393,2006-01-24
393,2006-03-22
394,2006-01-24
395,2006-01-24
395,2006-03-18
395,2006-04-14
395,2006-05-12
395,2006-12-24
395,2007-01-09
395,2007-10-30
395,2007-12-04
396,2006-01-24
396,2006-02-23
396,2006-04-08
396,2006-05-04
396,2006-05-27
396,2006-06-13
396,2006-06-29
396,2006-08-05
396,2006-08-30
396,2006-09-26
396,2006-11-07
396,2006-11-22
396,2007-01-30
396,2007-02-14
396,2007-02-23
396,2007-03-21
396,2007-03-24
396,2007-04-27
396,2007-05-25
396,2007-05-31
396,2007-06-05
396,2007-06-19
396,2007-07-14
396,2007-08-04
396,2007-08-29
396,2007-09-28
396,2007-10-25
396,2007-11-15
396,2007-12-15
397,2006-01-24
397,2006-02-02
397,2006-03-17
397,2006-03-31
397,2006-04-04
397,2006-05-31
398,2006-01-24
399,2006-01-24
399,2006-02-14
400,2006-01-24
400,2006-02-10
400,2006-03-18
400,2006-05-12
400,2006-10-11
400,2006-11-16
400,2006-12-12
400,2007-01-10
400,2007-01-25
400,2007-03-08
400,2007-04-26
400,2007-05-31
400,2007-09-06
400,2007-09-28
400,2007-10-11
400,2007-11-16
400,2007-12-13
401,2006-01-24
401,2006-03-02
401,2006-04-30
401,2006-06-26
401,2006-06-28
401,2006-08-05
401,2006-09-26
401,2006-11-21
401,2007-02-09
401,2007-05-13
401,2007-05-16
401,2007-08-17
401,2007-11-23
402,2006-01-25
402,2006-03-12
402,2006-04-22
402,2006-07-26
403,2006-01-25
403,2006-02-25
403,2006-04-11
403,2006-06-17
403,2006-07-29
403,2006-11-04
403,2006-12-23
403,2007-02-07
403,2007-03-29
403,2007-05-01
403,2007-06-12
403,2007-07-27
403,2007-09-01
403,2007-10-18
403,2007-12-05
404,2006-01-25
404,2006-02-09
404,2006-03-15
404,2006-04-26
404,2006-05-18
404,2006-06-01
404,2006-07-18
404,2006-08-04
404,2006-08-22
404,2006-10-10
404,2006-11-11
404,2007-01-16
404,2007-01-30
404,2007-02-13
404,2007-03-29
404,2007-06-14
404,2007-08-03
404,2007-08-14
404,2007-09-05
404,2007-10-11
405,2006-01-25
405,2006-04-14
405,2006-12-21
405,2007-01-12
405,2007-02-08
405,2007-03-08
405,2007-04-14
405,2007-06-08
405,2007-07-10
405,2007-12-19
406,2006-01-25
406,2006-02-01
407,2006-01-25
408,2006-01-25
409,2006-01-25
409,2006-11-21
409,2007-01-06
409,2007-01-31
410,2006-01-25
411,2006-01-25
412,2006-01-25
413,2006-01-25
413,2006-02-25
413,2006-03-23
413,2006-04-27
413,2006-05-18
413,2006-06-16
413,2006-06-29
413,2006-08-10
414,2006-01-25
414,2006-03-25
414,2006-04-04
414,2006-04-25
414,2006-06-22
414,2006-12-14
414,2007-02-10
414,2007-04-06
415,2006-01-25
415,2006-01-27
415,2006-05-11
415,2006-06-12
415,2006-06-28
416,2006-01-25
416,2006-03-19
416,2006-04-11
416,2006-06-13
416,2006-07-25
416,2006-10-07
416,2006-10-27
416,2006-12-12
416,2007-03-13
416,2007-05-25
416,2007-08-14
416,2007-10-16
416,2007-12-23
417,2006-01-25
418,2006-01-25
418,2006-02-09
418,2006-02-25
418,2006-03-06
418,2006-03-20
418,2006-04-02
418,2006-05-02
418,2006-05-19
418,2006-06-26
418,2006-09-05
418,2006-09-20
418,2006-10-11
418,2006-11-19
418,2006-12-10
418,2007-01-07
418,2007-02-09
418,2007-02-28
418,2007-03-20
418,2007-04-20
418,2007-05-07
418,2007-06-04
418,2007-07-08
418,2007-09-03
418,2007-09-16
418,2007-09-30
418,2007-10-22
418,2007-11-21
419,2006-01-25
419,2006-03-30
419,2006-05-05
419,2006-08-24
419,2006-09-16
419,2006-10-11
419,2006-10-15
419,2006-11-24
419,2006-12-19
419,2006-12-20
419,2007-02-02
419,2007-02-03
419,2007-03-09
419,2007-04-05
419,2007-04-13
419,2007-04-26
419,2007-05-30
419,2007-07-04
419,2007-09-25
419,2007-12-05
420,2006-01-25
420,2006-01-28
421,2006-01-26
421,2006-02-03
421,2006-02-12
421,2006-02-19
421,2006-02-26
421,2006-03-07
421,2006-03-12
421,2006-03-19
421,2006-03-26
421,2006-04-11
421,2006-04-15
421,2006-04-23
421,2006-04-30
421,2006-05-08
421,2006-05-16
421,2006-05-23
421,2006-05-31
421,2006-06-02
421,2006-06-11
421,2006-06-17
421,2006-10-07
421,2007-03-20
421,2007-08-22
421,2007-10-11
421,2007-11-07
422,2006-01-26
422,2006-02-21
422,2007-06-08
422,2007-06-14
423,2006-01-26
423,2006-03-07
423,2006-10-20
423,2006-12-03
424,2006-01-26
425,2006-01-26
426,2006-01-26
426,2006-02-16
426,2006-05-09
426,2006-08-15
426,2006-08-22
426,2006-12-12
426,2007-03-13
427,2006-01-26
427,2006-02-22
427,2006-04-12
427,2006-11-21
427,2007-01-19
427,2007-05-30
427,2007-06-01
428,2006-01-26
428,2006-03-17
428,2006-04-15
428,2006-07-04
428,2007-05-19
428,2007-10-27
429,2006-01-26
429,2006-02-25
429,2006-04-11
429,2006-05-31
429,2006-06-28
429,2006-09-09
429,2007-03-25
430,2006-01-26
430,2006-02-28
430,2006-08-04
430,2006-09-10
430,2007-09-22
431,2006-01-26
431,2006-01-28
431,2006-03-23
431,2006-04-13
432,2006-01-26
433,2006-01-26
433,2006-02-07
434,2006-01-26
434,2006-07-04
434,2006-11-16
434,2007-10-11
435,2006-01-26
435,2006-03-24
435,2006-06-14
436,2006-01-26
436,2006-02-16
437,2006-01-26
437,2006-02-05
438,2006-01-26
439,2006-01-26
440,2006-01-26
441,2006-01-26
441,2006-02-02
441,2006-02-13
441,2006-02-23
441,2006-03-14
441,2006-03-21
441,2006-03-28
441,2006-04-07
441,2006-04-28
441,2006-05-28
441,2006-06-09
441,2006-06-15
441,2006-06-22
442,2006-01-26
442,2006-02-02
442,2006-02-16
442,2006-03-02
443,2006-01-26
443,2006-02-02
443,2006-02-07
443,2006-02-14
443,2006-02-18
443,2006-02-23
443,2006-03-01
443,2006-07-01
443,2006-07-04
443,2006-08-02
443,2006-08-08
443,2006-08-09
443,2006-08-10
443,2006-08-12
443,2006-08-16
443,2006-08-18
443,2006-08-22
443,2006-08-23
443,2006-08-24
443,2006-08-25
443,2007-02-15
444,2006-01-26
444,2006-02-21
444,2006-02-28
444,2006-04-28
444,2006-08-30
445,2006-01-26
445,2006-03-09
445,2006-09-23
445,2006-10-10
445,2007-10-02
446,2006-01-27
446,2006-01-28
446,2007-11-30
446,2007-12-13
447,2006-01-27
447,2006-04-05
447,2006-08-21
448,2006-01-27
448,2006-02-17
448,2006-03-23
448,2006-04-21
448,2006-06-08
448,2006-07-06
448,2006-09-07
448,2006-09-26
448,2006-10-25
448,2006-12-08
448,2007-01-12
448,2007-02-16
448,2007-04-05
448,2007-05-24
448,2007-07-11
448,2007-08-23
449,2006-01-27
450,2006-01-27
450,2006-02-11
450,2006-02-25
450,2006-03-10
450,2006-03-17
450,2006-04-01
450,2006-04-21
450,2007-03-23
450,2007-07-07
450,2007-10-05
450,2007-10-19
450,2007-11-03
450,2007-11-16
450,2007-12-14
451,2006-01-27
452,2006-01-27
452,2006-02-17
452,2006-03-17
452,2006-06-15
452,2006-09-01
452,2006-10-14
452,2006-12-13
452,2007-01-16
452,2007-08-02
453,2006-01-27
453,2006-03-10
453,2006-05-19
453,2006-10-18
453,2007-05-27
454,2006-01-27
455,2006-01-27
455,2006-02-09
455,2006-02-22
455,2006-03-07
455,2006-03-17
455,2006-03-28
455,2006-04-05
455,2006-04-12
455,2006-04-21
455,2006-04-28
455,2006-05-05
455,2006-05-12
455,2006-05-20
455,2006-09-19
455,2006-09-21
455,2006-09-27
455,2006-10-04
455,2006-10-10
455,2006-10-18
455,2006-10-24
455,2006-11-01
455,2006-11-08
455,2006-11-15
455,2006-11-22
455,2006-11-30
455,2006-12-05
455,2006-12-13
455,2006-12-20
455,2006-12-28
455,2007-01-03
455,2007-01-09
455,2007-03-14
455,2007-03-22
455,2007-03-29
455,2007-04-04
455,2007-04-11
455,2007-04-18
455,2007-04-25
455,2007-05-01
455,2007-05-09
455,2007-05-16
455,2007-05-23
455,2007-05-30
455,2007-09-04
455,2007-09-08
455,2007-09-15
455,2007-09-22
455,2007-09-29
455,2007-10-06
455,2007-10-13
455,2007-10-19
455,2007-10-27
455,2007-11-03
455,2007-11-13
455,2007-11-20
455,2007-11-27
455,2007-12-01
455,2007-12-12
455,2007-12-19
455,2007-12-27
456,2006-01-27
456,2006-02-14
457,2006-01-27
458,2006-01-27
458,2006-01-28
458,2007-04-28
458,2007-05-16
458,2007-10-10
458,2007-11-05
459,2006-01-27
459,2006-02-15
460,2006-01-27
461,2006-01-27
461,2006-02-03
461,2006-02-16
461,2006-02-24
462,2006-01-27
463,2006-01-27
463,2006-03-24
463,2006-04-19
463,2006-06-20
464,2006-01-27
464,2006-02-16
464,2006-03-11
464,2006-05-11
464,2006-06-17
464,2006-08-29
464,2006-10-19
464,2007-01-16
464,2007-03-15
464,2007-06-19
465,2006-01-27
465,2006-03-04
465,2006-03-16
465,2006-04-12
465,2006-05-23
465,2006-05-30
465,2006-06-13
465,2006-07-26
465,2006-09-13
465,2007-01-18
